year,month,day,customer_segment,customer_type,product_segment,product_type,manager,company,service,retail,customerType,unit,product,region,customer,sales,amount,profit
2017,12,12,Розница,ABC классификация,Рыбные консервы,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9665, кг",Ярославская обл,Магазин 4,315.5,0.23,162.04
2017,12,12,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №4895, л",Вологодская обл,Магазин 1,953.92,6.0,276.22
2017,12,12,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,л,"Товар №10487, л",Ярославская обл,Магазин 4,239.68,1.5,149.13
2017,12,12,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 7,ООО Розница,Товар,Розница,Внешние,шт,"Товар №221, шт",Московская обл,Магазин 7,2702.25,17.0,1145.55
2017,12,12,Розница,ABC классификация,Хлеб,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9776, кг",Вологодская обл,Магазин 1,58.5,0.15,30.54
2017,12,12,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №12570, л",Вологодская обл,Магазин 1,1329.87,9.5,760.25
2017,12,12,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 3,ООО Розница,Товар,Розница,Внешние,л,"Товар №10858, л",Московская обл,Магазин 3,100.0,0.5,40.0
2017,12,12,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №1425, л",Вологодская обл,Магазин 5,461.95,3.0,267.69
2017,12,12,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №12451, л",Ярославская обл,Магазин 8,1287.63,11.5,676.45
2017,12,12,Свои розничные магазины,Папка 1С,Бакалея,Категория,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №11931, кг",Ивановская обл,Магазин 6,45.0,0.1,23.64
2017,12,12,Свои розничные магазины,Папка 1С,Импорт,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12465, кг",Ярославская обл,Магазин 4,88.5,0.23,53.45
2017,12,12,Свои розничные магазины,Папка 1С,Консервы,Категория,Кассир № 10,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10468, кг",Ярославская обл,Магазин10,314.45,0.33,157.22
2017,12,12,Свои розничные магазины,Папка 1С,Консервы,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9650, кг",Ярославская обл,Магазин 4,231.0,0.21,116.96
2017,12,12,Свои розничные магазины,Папка 1С,Молочка,Категория,Кассир № 5,ООО Розница,Товар,Розница,Внешние,кг,"Товар №13198, кг",Вологодская обл,Магазин 5,99.18,0.17,45.42
2017,12,12,Свои розничные магазины,Папка 1С,Овощи/фрукты,Категория,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10006, кг",Вологодская обл,Магазин 1,155.52,0.29,96.61
2017,12,12,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №12575, л",Вологодская обл,Магазин 1,879.96,5.5,464.09
2017,12,12,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 3,ООО Розница,Товар,Розница,Внешние,л,"Товар №10913, л",Московская обл,Магазин 3,1189.03,11.5,417.84
2017,12,12,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №1846, л",Вологодская обл,Магазин 5,70.0,0.5,42.5
2017,12,12,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №12570, л",Ярославская обл,Магазин 8,1049.36,7.5,599.67
2017,12,12,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 10,ООО Розница,Товар,Розница,Внешние,шт,"Товар №712, шт",Ярославская обл,Магазин10,116.0,1.0,10.81
2017,12,12,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 3,ООО Розница,Товар,Розница,Внешние,шт,"Товар №281, шт",Московская обл,Магазин 3,339.96,4.0,109.82
2017,12,12,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,шт,"Товар №2756, шт",Вологодская обл,Магазин 5,180.0,3.0,56.97
2017,12,12,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9666, кг",Ярославская обл,Магазин 8,39.5,0.04,20.86
2017,12,12,Свои розничные магазины,Папка 1С,Рыбные консервы,Папка 1С,Кассир № 3,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12472, кг",Московская обл,Магазин 3,132.97,0.7,60.96
2017,12,12,Свои розничные магазины,Папка 1С,Рыбные консервы,Папка 1С,Кассир № 7,ООО Розница,Товар,Розница,Внешние,кг,"Товар №607, кг",Московская обл,Магазин 7,79.28,0.06,36.98
2017,12,12,Свои розничные магазины,Папка 1С,Свое производство,Происхождение,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №473, л",Ивановская обл,Магазин 2,489.98,3.5,270.12
2017,12,12,Свои розничные магазины,Папка 1С,Свое производство,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №9940, л",Вологодская обл,Магазин 5,279.98,2.0,173.98
2017,12,12,Свои розничные магазины,Папка 1С,Соки/воды,Категория,Кассир № 10,ООО Розница,Товар,Розница,Внешние,шт,"Товар №715, шт",Ярославская обл,Магазин10,149.99,1.0,11.91
2017,12,12,Свои розничные магазины,Папка 1С,Хлеб,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №185, шт",Ярославская обл,Магазин 4,90.0,2.0,30.0
2017,12,12,Ярославская обл,Регион,Алкоголь,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,л,"Товар №438, л",Ярославская обл,Магазин 4,227.97,1.5,126.43
2017,12,12,Ярославская обл,Регион,Бакалея,Категория,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №136, кг",Ярославская обл,Магазин 8,45.0,0.1,24.39
2017,12,12,Ярославская обл,Регион,Консервы,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №607, кг",Ярославская обл,Магазин 4,1663.08,1.15,780.07
2017,12,12,Ярославская обл,Регион,Овощи/фрукты,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №1347, шт",Ярославская обл,Магазин 4,81.0,81.0,-7.2
2017,12,12,Ярославская обл,Регион,Пиво,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №10441, л",Ярославская обл,Магазин 8,699.56,5.0,393.5
2017,12,12,Ярославская обл,Регион,Россия,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №5281, кг",Ярославская обл,Магазин 4,500.42,1.28,225.54
2017,12,12,Ярославская обл,Регион,Рыбные консервы,Папка 1С,Кассир № 10,ООО Розница,Товар,Розница,Внешние,кг,"Товар №178, кг",Ярославская обл,Магазин10,737.52,0.57,304.52
2017,12,12,Ярославская обл,Регион,Свое производство,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,л,"Товар №10457, л",Ярославская обл,Магазин 4,863.91,6.0,414.85
2017,12,12,Ярославская обл,Регион,Хлеб,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №8290, кг",Ярославская обл,Магазин 4,419.99,1.11,220.47
2017,12,13,Вологодская обл,Регион,Алкоголь,Категория,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №315, л",Вологодская обл,Магазин 5,251.64,2.0,145.25
2017,12,13,Вологодская обл,Регион,Консервы,Категория,Кассир № 5,ООО Розница,Товар,Розница,Внешние,кг,"Товар №1429, кг",Вологодская обл,Магазин 5,59.94,0.22,30.84
2017,12,13,Вологодская обл,Регион,Пиво,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,шт,"Товар №9583, шт",Вологодская обл,Магазин 1,175.93,2.0,47.74
2017,12,13,Вологодская обл,Регион,Россия,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,шт,"Товар №10908, шт",Вологодская обл,Магазин 5,198.0,2.0,48.19
2017,12,13,Вологодская обл,Регион,Свое производство,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №789, л",Вологодская обл,Магазин 5,110.0,1.0,69.93
2017,12,13,Ивановская обл,Регион,Алкоголь,Категория,Кассир № 6,ООО Розница,Товар,Розница,Внешние,л,"Товар №4892, л",Ивановская обл,Магазин 6,599.75,6.0,281.39
2017,12,13,Ивановская обл,Регион,Консервы,Категория,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №1535, кг",Ивановская обл,Магазин 6,74.0,0.06,40.2
2017,12,13,Ивановская обл,Регион,Пиво,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №9940, л",Ивановская обл,Магазин 2,1049.27,7.5,651.76
2017,12,13,Ивановская обл,Регион,Россия,Происхождение,Кассир № 2,ООО Розница,Товар,Розница,Внешние,шт,"Товар №9569, шт",Ивановская обл,Магазин 2,195.0,3.0,50.11
2017,12,13,Ивановская обл,Регион,Свое производство,Происхождение,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №12575, л",Ивановская обл,Магазин 2,160.0,1.0,84.39
2017,12,13,Московская обл,Регион,Алкоголь,Категория,Кассир № 3,ООО Розница,Товар,Розница,Внешние,л,"Товар №12451, л",Московская обл,Магазин 3,1583.66,15.0,786.48
2017,12,13,Московская обл,Регион,Консервы,Категория,Кассир № 3,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10708, кг",Московская обл,Магазин 3,157.49,0.09,61.02
2017,12,13,Московская обл,Регион,Пиво,Папка 1С,Кассир № 3,ООО Розница,Товар,Розница,Внешние,л,"Товар №7489, л",Московская обл,Магазин 3,122.0,1.0,65.2
2017,12,13,Московская обл,Регион,Рыбные консервы,Папка 1С,Кассир № 3,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12407, кг",Московская обл,Магазин 3,42.66,0.16,23.09
2017,12,13,Московская обл,Регион,Хлеб,Папка 1С,Кассир № 3,ООО Розница,Товар,Розница,Внешние,шт,"Товар №12506, шт",Московская обл,Магазин 3,69.0,3.0,28.57
2017,12,13,Розница,ABC классификация,Алкоголь,Категория,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №3829, л",Ивановская обл,Магазин 2,160.0,0.5,100.0
2017,12,13,Розница,ABC классификация,Алкоголь,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №10494, шт",Ярославская обл,Магазин 4,389.9,6.0,127.94
2017,12,13,Розница,ABC классификация,Алкоголь,Категория,Кассир № 7,ООО Розница,Товар,Розница,Внешние,л,"Товар №441, л",Московская обл,Магазин 7,174.97,2.5,122.33
2017,12,13,Розница,ABC классификация,Бакалея,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12382, кг",Ярославская обл,Магазин 4,171.84,0.36,87.68
2017,12,13,Розница,ABC классификация,Импорт,Происхождение,Кассир № 3,ООО Розница,Товар,Розница,Внешние,кг,"Товар №1057, кг",Московская обл,Магазин 3,19.98,0.04,12.52
2017,12,13,Розница,ABC классификация,Консервы,Категория,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №13072, кг",Вологодская обл,Магазин 1,136.89,0.35,59.13
2017,12,13,Розница,ABC классификация,Консервы,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №7752, кг",Ярославская обл,Магазин 4,179.9,0.1,62.42
2017,12,13,Розница,ABC классификация,Молочка,Категория,Кассир № 5,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12333, кг",Вологодская обл,Магазин 5,211.54,0.41,99.22
2017,12,13,Розница,ABC классификация,Овощи,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №497, кг",Ярославская обл,Магазин 8,20.28,0.05,12.53
2017,12,13,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №10456, л",Вологодская обл,Магазин 1,305.76,2.0,97.69
2017,12,13,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,шт,"Товар №10470, шт",Ивановская обл,Магазин 2,149.98,1.0,59.98
2017,12,13,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №10442, л",Вологодская обл,Магазин 5,279.53,2.0,157.48
2017,12,13,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №10536, л",Ярославская обл,Магазин 8,319.98,1.0,109.98
2017,12,13,Розница,ABC классификация,Россия,Происхождение,Кассир № 10,ООО Розница,Товар,Розница,Внешние,шт,"Товар №10800, шт",Ярославская обл,Магазин10,100.0,2.0,40.0
2017,12,13,Розница,ABC классификация,Россия,Происхождение,Кассир № 3,ООО Розница,Товар,Розница,Внешние,шт,"Товар №492, шт",Московская обл,Магазин 3,65.0,1.0,27.61
2017,12,13,Розница,ABC классификация,Россия,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,шт,"Товар №234, шт",Вологодская обл,Магазин 5,88.0,2.0,30.0
2017,12,13,Розница,ABC классификация,Россия,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,шт,"Товар №563, шт",Ярославская обл,Магазин 8,50.0,1.0,15.97
2017,12,13,Розница,ABC классификация,Рыбные консервы,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12528, кг",Ярославская обл,Магазин 4,32.5,0.03,18.43
2017,12,13,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №10456, л",Вологодская обл,Магазин 1,305.76,2.0,97.69
2017,12,13,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 3,ООО Розница,Товар,Розница,Внешние,л,"Товар №517, л",Московская обл,Магазин 3,779.93,6.0,428.35
2017,12,13,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 7,ООО Розница,Товар,Розница,Внешние,л,"Товар №10860, л",Московская обл,Магазин 7,180.0,1.0,70.0
2017,12,13,Розница,ABC классификация,Сыры,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12276, кг",Ярославская обл,Магазин 4,184.45,0.12,89.25
2017,12,13,Розница,ABC классификация,Хлеб,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,шт,"Товар №12506, шт",Ярославская обл,Магазин 8,69.0,3.0,28.56
2017,12,13,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №679, л",Ивановская обл,Магазин 2,139.98,1.0,74.98
2017,12,13,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №525, шт",Ярославская обл,Магазин 4,50.0,1.0,11.53
2017,12,13,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 7,ООО Розница,Товар,Розница,Внешние,шт,"Товар №525, шт",Московская обл,Магазин 7,50.0,1.0,11.53
2017,12,13,Свои розничные магазины,Папка 1С,Бакалея,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №137, шт",Ярославская обл,Магазин 4,95.0,1.0,36.63
2017,12,13,Свои розничные магазины,Папка 1С,Импорт,Происхождение,Кассир № 3,ООО Розница,Товар,Розница,Внешние,л,"Товар №400, л",Московская обл,Магазин 3,279.99,2.0,157.03
2017,12,13,Свои розничные магазины,Папка 1С,Консервы,Категория,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №8275, кг",Вологодская обл,Магазин 1,871.1,0.73,475.6
2017,12,13,Свои розничные магазины,Папка 1С,Консервы,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №12421, шт",Ярославская обл,Магазин 4,45.0,1.0,12.99
2017,12,13,Свои розничные магазины,Папка 1С,Овощи,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10776, кг",Вологодская обл,Магазин 1,378.0,0.7,235.48
2017,12,13,Свои розничные магазины,Папка 1С,Овощи/фрукты,Категория,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №6748, кг",Вологодская обл,Магазин 1,80.24,0.21,45.63
2017,12,13,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №12570, л",Вологодская обл,Магазин 1,279.98,2.0,160.06
2017,12,13,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,шт,"Товар №563, шт",Ивановская обл,Магазин 2,100.0,2.0,31.93
2017,12,13,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №1425, л",Вологодская обл,Магазин 5,1077.58,7.0,624.31
2017,12,13,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №12570, л",Ярославская обл,Магазин 8,1049.15,7.5,599.45
2017,12,13,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 10,ООО Розница,Товар,Розница,Внешние,шт,"Товар №712, шт",Ярославская обл,Магазин10,116.0,1.0,10.81
2017,12,13,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12416, кг",Ярославская обл,Магазин 4,136.0,0.09,52.52
2017,12,13,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12504, кг",Ивановская обл,Магазин 6,212.4,0.35,110.5
2017,12,13,Свои розничные магазины,Папка 1С,Рыбные консервы,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12493, кг",Вологодская обл,Магазин 1,62.32,0.08,30.36
2017,12,13,Свои розничные магазины,Папка 1С,Рыбные консервы,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №5281, кг",Ярославская обл,Магазин 4,449.65,1.15,202.8
2017,12,13,Свои розничные магазины,Папка 1С,Свое производство,Происхождение,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №1425, л",Вологодская обл,Магазин 1,769.95,5.0,446.18
2017,12,13,Свои розничные магазины,Папка 1С,Свое производство,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12333, кг",Ярославская обл,Магазин 4,410.28,0.79,192.55
2017,12,13,Свои розничные магазины,Папка 1С,Свое производство,Происхождение,Кассир № 7,ООО Розница,Товар,Розница,Внешние,л,"Товар №4892, л",Московская обл,Магазин 7,1846.76,16.5,971.27
2017,12,13,Свои розничные магазины,Папка 1С,Сыры,Папка 1С,Кассир № 7,ООО Розница,Товар,Розница,Внешние,кг,"Товар №13198, кг",Московская обл,Магазин 7,181.73,0.32,83.18
2017,12,13,Ярославская обл,Регион,Алкоголь,Категория,Кассир № 10,ООО Розница,Товар,Розница,Внешние,л,"Товар №10913, л",Ярославская обл,Магазин10,419.95,3.5,185.41
2017,12,13,Ярославская обл,Регион,Алкоголь,Категория,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №2621, л",Ярославская обл,Магазин 8,175.0,2.5,129.98
2017,12,13,Ярославская обл,Регион,Импорт,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12456, кг",Ярославская обл,Магазин 8,135.98,0.1,62.88
2017,12,13,Ярославская обл,Регион,Овощи,Папка 1С,Кассир № 10,ООО Розница,Товар,Розница,Внешние,шт,"Товар №1347, шт",Ярославская обл,Магазин10,79.0,79.0,-7.01
2017,12,13,Ярославская обл,Регион,Пиво,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,л,"Товар №11, л",Ярославская обл,Магазин 4,779.93,6.5,418.65
2017,12,13,Ярославская обл,Регион,Россия,Происхождение,Кассир № 10,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12527, кг",Ярославская обл,Магазин10,61.6,0.06,35.7
2017,12,13,Ярославская обл,Регион,Россия,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №11931, кг",Ярославская обл,Магазин 8,70.2,0.16,36.89
2017,12,13,Ярославская обл,Регион,Рыбные консервы,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №591, кг",Ярославская обл,Магазин 8,120.0,0.1,60.3
2017,12,13,Ярославская обл,Регион,Соки-воды,Папка 1С,Кассир № 10,ООО Розница,Товар,Розница,Внешние,шт,"Товар №712, шт",Ярославская обл,Магазин10,116.0,1.0,10.81
2017,12,14,B,ABC классификация,Производство,Категория,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №12663, т",Ивановская обл,Покупатель №171,292765.77,5.0,19443.83
2017,12,14,Вологодская обл,Регион,Алкоголь,Категория,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №3906, л",Вологодская обл,Магазин 5,220.0,1.0,82.34
2017,12,14,Вологодская обл,Регион,Консервы,Категория,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9665, кг",Вологодская обл,Магазин 1,121.5,0.09,62.48
2017,12,14,Вологодская обл,Регион,Пиво,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,шт,"Товар №12512, шт",Вологодская обл,Магазин 1,279.99,2.0,74.04
2017,12,14,Вологодская обл,Регион,Россия,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,кг,"Товар №498, кг",Вологодская обл,Магазин 5,436.8,0.36,215.94
2017,12,14,Вологодская обл,Регион,Свое производство,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №11995, л",Вологодская обл,Магазин 5,100.0,0.5,100.0
2017,12,14,Ивановская обл,Регион,Алкоголь,Категория,Кассир № 2,ООО Розница,Товар,Розница,Внешние,шт,"Товар №563, шт",Ивановская обл,Магазин 2,100.0,2.0,31.94
2017,12,14,Ивановская обл,Регион,Импорт,Происхождение,Кассир № 6,ООО Розница,Товар,Розница,Внешние,л,"Товар №11810, л",Ивановская обл,Магазин 6,454.52,3.5,227.02
2017,12,14,Ивановская обл,Регион,Овощи/фрукты,Категория,Кассир № 2,ООО Розница,Товар,Розница,Внешние,кг,"Товар №11782, кг",Ивановская обл,Магазин 2,132.6,0.34,75.76
2017,12,14,Ивановская обл,Регион,Пиво,Папка 1С,Кассир № 6,ООО Розница,Товар,Розница,Внешние,л,"Товар №7489, л",Ивановская обл,Магазин 6,670.82,5.5,358.4
2017,12,14,Ивановская обл,Регион,Россия,Происхождение,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9650, кг",Ивановская обл,Магазин 6,153.8,0.14,77.77
2017,12,14,Ивановская обл,Регион,Свое производство,Происхождение,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №9909, л",Ивановская обл,Магазин 2,2208.6,17.0,1184.24
2017,12,14,Крупный опт,Папка 1С,Фрукты,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №12664, т",Ивановская обл,ПокупательПоставщик №493,71000.0,1.0,17794.77
2017,12,14,Московская обл,Регион,Бакалея,Категория,Кассир № 7,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9777, кг",Московская обл,Магазин 7,24.7,0.07,12.97
2017,12,14,Московская обл,Регион,Овощи,Папка 1С,Кассир № 3,ООО Розница,Товар,Розница,Внешние,шт,"Товар №2685, шт",Московская обл,Магазин 3,135.0,9.0,63.0
2017,12,14,Московская обл,Регион,Пиво,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №12666, т",Московская обл,Покупатель №101,351910.37,5.0,57386.4
2017,12,14,Московская обл,Регион,Рыбные консервы,Папка 1С,Кассир № 3,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12528, кг",Московская обл,Магазин 3,69.06,0.07,33.88
2017,12,14,Московская обл,Регион,Сыры,Папка 1С,Кассир № 7,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12333, кг",Московская обл,Магазин 7,279.76,0.54,131.29
2017,12,14,Розница,ABC классификация,Алкоголь,Категория,Кассир № 10,ООО Розница,Товар,Розница,Внешние,л,"Товар №7489, л",Ярославская обл,Магазин10,487.99,4.0,260.77
2017,12,14,Розница,ABC классификация,Алкоголь,Категория,Кассир № 3,ООО Розница,Товар,Розница,Внешние,шт,"Товар №7486, шт",Московская обл,Магазин 3,195.0,3.0,60.49
2017,12,14,Розница,ABC классификация,Алкоголь,Категория,Кассир № 5,ООО Розница,Товар,Розница,Внешние,шт,"Товар №221, шт",Вологодская обл,Магазин 5,3656.21,23.0,1550.09
2017,12,14,Розница,ABC классификация,Алкоголь,Категория,Кассир № 8,ООО Розница,Товар,Розница,Внешние,шт,"Товар №279, шт",Ярославская обл,Магазин 8,59.59,1.0,16.46
2017,12,14,Розница,ABC классификация,Бакалея,Категория,Кассир № 7,ООО Розница,Товар,Розница,Внешние,кг,"Товар №4651, кг",Московская обл,Магазин 7,50.75,0.14,33.14
2017,12,14,Розница,ABC классификация,Импорт,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10776, кг",Ярославская обл,Магазин 4,183.19,0.34,113.96
2017,12,14,Розница,ABC классификация,Консервы,Категория,Кассир № 10,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10008, кг",Ярославская обл,Магазин10,63.0,0.04,25.03
2017,12,14,Розница,ABC классификация,Консервы,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №180, кг",Ярославская обл,Магазин 4,124.8,0.1,54.26
2017,12,14,Розница,ABC классификация,Молочка,Категория,Кассир № 2,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10849, кг",Ивановская обл,Магазин 2,58.5,0.09,26.94
2017,12,14,Розница,ABC классификация,Овощи,Папка 1С,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №11782, кг",Ивановская обл,Магазин 6,23.4,0.06,13.37
2017,12,14,Розница,ABC классификация,Овощи/фрукты,Категория,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10776, кг",Ивановская обл,Магазин 6,17.38,0.03,10.66
2017,12,14,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №14, л",Ивановская обл,Магазин 2,179.99,1.5,94.91
2017,12,14,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,л,"Товар №1846, л",Ярославская обл,Магазин 4,210.0,1.5,127.5
2017,12,14,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 6,ООО Розница,Товар,Розница,Внешние,л,"Товар №473, л",Ивановская обл,Магазин 6,139.97,1.0,77.15
2017,12,14,Розница,ABC классификация,Россия,Происхождение,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №498, кг",Вологодская обл,Магазин 1,120.0,0.1,59.33
